frequency_Hz,R_V_mean,R_V_err
50269.2,0.0002144824,1.3090569124373223e-07
50269.3,0.00021309940000000001,1.0643683572899306e-07
50269.4,0.0002114304,1.0643683572899306e-07
50269.5,0.00020980899999999998,3.030437198788175e-20
50269.6,0.0002083788,1.6864518967346884e-07
50269.7,0.0002068052,1.303579686862333e-07
50269.8,0.000205279,0.0
50269.9,0.00020360999999999998,3.030437198788175e-20
50270.0,0.00020218,0.0
50270.1,0.000200749,0.0
50270.2,0.00019931899999999997,3.030437198788175e-20
50270.3,0.00019765,0.0
50270.4,0.0001963146,1.3090569124373223e-07
50270.5,0.000194789,0.0
50270.6,0.00019312,0.0
50270.7,0.000191928,0.0
50270.8,0.000190259,0.0
50270.9,0.0001887804,1.0643683572898093e-07
50271.0,0.00018716,0.0
50271.1,0.000185729,0.0
50271.2,0.000184298,0.0
50271.3,0.00018296319999999998,1.3035796868621845e-07
50271.4,0.000181437,0.0
50271.5,0.000179769,0.0
50271.6,0.000178338,0.0
50271.7,0.000176908,0.0
50271.8,0.000175477,0.0
50271.9,0.000173808,0.0
50272.0,0.00017247319999999996,1.303579686862333e-07
50272.1,0.000170947,0.0
50272.2,0.000169517,0.0
50272.3,0.000168086,0.0
50272.4,0.000166656,0.0
50272.5,0.000165225,0.0
50272.6,0.000163794,0.0
50272.7,0.0001621736,1.0643683572898093e-07
50272.8,0.0001607902,1.303579686862333e-07
50272.9,0.000159265,0.0
50273.0,0.0001579768,1.3035796868621845e-07
50273.1,0.0001564514,1.9948383393147593e-07
50273.2,0.0001551158,1.3035796868621845e-07
50273.3,0.000153781,0.0
50273.4,0.000152112,0.0
50273.5,0.000150681,0.0
50273.6,0.000149489,0.0
50273.7,0.00014782,0.0
50273.8,0.00014639,0.0
50273.9,0.000144959,0.0
50274.0,0.000143529,0.0
50274.1,0.000142098,0.0
50274.2,0.000140668,0.0
50274.3,0.000139476,0.0
50274.4,0.000137807,0.0
50274.5,0.000136376,0.0
50274.6,0.000134946,0.0
50274.7,0.000133515,0.0
50274.8,0.000132323,0.0
50274.9,0.000130654,0.0
50275.0,0.0001293192,1.303579686862333e-07
50275.1,0.000127793,0.0
50275.2,0.000126363,0.0
50275.3,0.000124932,0.0
50275.4,0.00012359720000000002,1.303579686862333e-07
50275.5,0.00012231,0.0
50275.6,0.00012078340000000001,1.3090569124373967e-07
50275.7,0.000119448,0.0
50275.8,0.00011801799999999998,1.5152185993940876e-20
50275.9,0.0001167304,1.3090569124373223e-07
50276.0,0.00011520459999999999,1.0643683572899306e-07
50276.1,0.00011396499999999998,1.5152185993940876e-20
50276.2,0.000112534,0.0
50276.3,0.000111104,0.0
50276.4,0.0001097682,1.3035796868622586e-07
50276.5,0.00010848099999999998,1.5152185993940876e-20
50276.6,0.00010705,0.0
50276.7,0.00010562,0.0
50276.8,0.000104189,0.0
50276.9,0.00010275899999999998,1.5152185993940876e-20
50277.0,0.0001014714,1.3090569124373223e-07
50277.1,0.00010004076,1.3041274094198023e-07
50277.2,9.861040000000001e-05,1.3063182996498275e-07
50277.3,9.72752e-05,0.0
50277.4,9.60832e-05,0.0
50277.5,9.46526e-05,0.0
50277.6,9.326978e-05,1.0661572116718738e-07
50277.7,9.17916e-05,0.0
50277.8,9.05995e-05,0.0
50277.9,8.902596000000001e-05,1.3057705770922843e-07
50278.0,8.77385e-05,0.0
50278.1,8.65464e-05,0.0
50278.2,8.51159e-05,0.0
50278.3,8.39238e-05,0.0
50278.4,8.24933e-05,0.0
50278.5,8.10628e-05,0.0
50278.6,7.96323e-05,0.0
50278.7,7.839252e-05,1.0661572116719344e-07
50278.8,7.70097e-05,0.0
50278.9,7.55792e-05,0.0
50279.0,7.433942e-05,4.986493758143171e-08
50279.1,7.29566e-05,0.0
50279.2,7.162136000000001e-05,3.264426442730525e-08
50279.3,7.028622e-05,2.6653930291795325e-08
50279.4,6.892724e-05,3.2644264427305254e-08
50279.5,6.76517e-05,0.0
50279.6,6.63404e-05,0.0
50279.7,6.50291e-05,0.0
50279.8,6.374163999999999e-05,3.264426442730525e-08
50279.9,6.237074e-05,3.264426442731267e-08
50280.0,6.107136e-05,3.2644264427305254e-08
50280.1,5.975986000000001e-05,3.264426442730896e-08
50280.2,5.850816e-05,3.264426442730896e-08
50280.3,5.724454e-05,3.264426442730896e-08
50280.4,5.592132e-05,2.665393029179836e-08
50280.5,5.4633859999999996e-05,3.2644264427305254e-08
50280.6,5.332256e-05,3.264426442730896e-08
50280.7,5.199934e-05,3.264426442730896e-08
50280.8,5.0735720000000004e-05,2.665393029179836e-08
50280.9,4.948401999999999e-05,2.665393029179836e-08
50281.0,4.82204e-05,0.0
50281.1,4.695678e-05,4.9864937581430096e-08
50281.2,4.5693159999999995e-05,3.264426442730897e-08
50281.3,4.447722e-05,2.665393029179533e-08
50281.4,4.324936e-05,3.2644264427305254e-08
50281.5,4.199766e-05,3.264426442730525e-08
50281.6,4.078172e-05,6.528852885461607e-08
50281.7,3.9732660000000004e-05,3.264426442730525e-08
50281.8,3.848096e-05,3.2644264427305254e-08
50281.9,3.730078e-05,2.665393029179836e-08
50282.0,3.609676e-05,3.264426442730896e-08
50282.1,3.49286e-05,0.0
50282.2,3.37961e-05,0.0
50282.3,3.25444e-05,4.2143564158719605e-08
50282.4,3.144766e-05,3.2644264427305254e-08
50282.5,3.03389e-05,0.0
50282.6,2.9146800000000004e-05,3.788046498485219e-21
50282.7,2.8061980000000002e-05,4.9864937581430904e-08
50282.8,2.7048680000000003e-05,2.6653930291796844e-08
50282.9,2.5951939999999997e-05,3.26442644273071e-08
50283.0,2.49149e-05,0.0
50283.1,2.3973119999999997e-05,2.665393029179684e-08
50283.2,2.2971740000000002e-05,3.264426442730711e-08
50283.3,2.20538e-05,0.0
50283.4,2.11598e-05,0.0
50283.5,2.036106e-05,3.26442644273071e-08
50283.6,1.95504e-05,0.0
50283.7,1.879944e-05,3.264426442730711e-08
50283.8,1.81199e-05,0.0
50283.9,1.7571579999999998e-05,2.6653930291796844e-08
50284.0,1.69278e-05,0.0
50284.1,1.6451e-05,0.0
50284.2,1.62126e-05,0.0
50284.3,1.59742e-05,0.0
50284.4,1.59742e-05,0.0
50284.5,1.57834e-05,1.0666044252674049e-07
50284.6,1.59742e-05,0.0
50284.7,1.59742e-05,0.0
50284.8,1.626028e-05,1.0661572116718889e-07
50284.9,1.66894e-05,0.0
50285.0,1.71186e-05,1.0666044252673898e-07
50285.1,1.76431e-05,0.0
50285.2,1.81199e-05,0.0
50285.3,1.88352e-05,0.0
50285.4,1.95504e-05,0.0
50285.5,2.02657e-05,0.0
50285.6,2.0981e-05,0.0
50285.7,2.19346e-05,0.0
50285.8,2.303134e-05,1.3057705770923214e-07
50285.9,2.3985039999999998e-05,1.3057705770923214e-07
50286.0,2.4795600000000004e-05,3.788046498485219e-21
50286.1,2.59877e-05,0.0
50286.2,2.6846040000000003e-05,1.3057705770923028e-07
50286.3,2.81335e-05,0.0
50286.4,2.90872e-05,0.0
50286.5,3.0040899999999996e-05,3.788046498485219e-21
50286.6,3.1185399999999995e-05,1.0666044252673748e-07
50286.7,3.2234400000000004e-05,1.0666044252674049e-07
50286.8,3.323576e-05,1.3057705770923214e-07
50286.9,3.4475539999999995e-05,1.3057705770923214e-07
50287.0,3.55246e-05,0.0
50287.1,3.67167e-05,0.0
50287.2,3.79088e-05,0.0
50287.3,3.91009e-05,0.0
50287.4,4.00546e-05,0.0
50287.5,4.12943e-05,1.0666044252674052e-07
50287.6,4.24387e-05,0.0
50287.7,4.36308e-05,0.0
50287.8,4.48229e-05,0.0
50287.9,4.57766e-05,0.0
50288.0,4.69687e-05,0.0
50288.1,4.81608e-05,0.0
50288.2,4.954362e-05,1.0661572116719041e-07
50288.3,5.0545e-05,0.0
50288.4,5.188014000000001e-05,1.305770577092284e-07
50288.5,5.29292e-05,0.0
50288.6,5.41213e-05,0.0
50288.7,5.531329999999999e-05,7.576092996970438e-21
50288.8,5.645772000000001e-05,1.0661572116719042e-07
50288.9,5.745909999999999e-05,7.576092996970438e-21
50289.0,5.88896e-05,0.0
50289.1,6.0081700000000004e-05,7.576092996970438e-21
50289.2,6.1274e-05,0.0
50289.3,6.24661e-05,0.0
50289.4,6.351516e-05,1.3057705770923584e-07
50289.5,6.46119e-05,0.0
50289.6,6.5804e-05,0.0
50289.7,6.69961e-05,0.0
50289.8,6.84266e-05,0.0
50289.9,6.952334e-05,1.3057705770923584e-07
50290.0,7.08108e-05,0.0
50290.1,7.17645e-05,0.0
50290.2,7.29566e-05,0.0
50290.3,7.41486e-05,0.0
50290.4,7.54361e-05,1.3063182996498275e-07
50290.5,7.667584e-05,1.3057705770923584e-07
50290.6,7.77249e-05,0.0
50290.7,7.906004000000001e-05,1.305770577092284e-07
50290.8,8.01091e-05,0.0
50290.9,8.13012e-05,0.0
50291.0,8.24933e-05,0.0
50291.1,8.36854e-05,0.0
50291.2,8.468678e-05,1.0661572116719344e-07
50291.3,8.60696e-05,0.0
50291.4,8.72617e-05,0.0
50291.5,8.84538e-05,0.0
50291.6,8.96459e-05,0.0
50291.7,9.08379e-05,0.0
50291.8,9.17916e-05,0.0
50291.9,9.29837e-05,0.0
50292.0,9.436651999999998e-05,1.0661572116718739e-07
50292.1,9.541558e-05,1.0661572116718738e-07
50292.2,9.67984e-05,0.0
50292.3,9.779978e-05,1.0661572116718738e-07
50292.4,9.89442e-05,0.0
50292.5,0.00010013599999999999,1.5152185993940876e-20
50292.6,0.00010123280000000001,1.303579686862333e-07
50292.7,0.00010228200000000001,1.5152185993940876e-20
50292.8,0.000103713,0.0
50292.9,0.0001047138,1.0688404932448794e-07
50293.0,0.00010609700000000001,1.5152185993940876e-20
50293.1,0.0001072412,1.0688404932448794e-07
50293.2,0.00010824300000000001,1.5152185993940876e-20
50293.3,0.000109435,0.0
50293.4,0.000110627,0.0
50293.5,0.00011181900000000001,1.5152185993940876e-20
50293.6,0.00011301100000000002,1.5152185993940876e-20
50293.7,0.00011396499999999998,1.5152185993940876e-20
50293.8,0.0001152998,1.303579686862333e-07
50293.9,0.000116349,0.0
50294.0,0.000117541,0.0
50294.1,0.0001188282,1.3035796868622586e-07
50294.2,0.000119925,0.0
50294.3,0.0001210694,1.06436835728987e-07
50294.4,0.00012231,0.0
50294.5,0.000123263,0.0
50294.6,0.000124455,0.0
50294.7,0.000125648,0.0
50294.8,0.000126601,0.0
50294.9,0.000127793,0.0
50295.0,0.000128985,0.0
50297.0,0.000151635,0.0
50299.0,0.00017414179999999997,2.1337689659379758e-07
50301.0,0.0001959334,1.0643683572898093e-07
50303.0,0.000217439,0.0
50305.0,0.0002386104,1.0643683572898093e-07
50307.0,0.0002593534,1.0643683572896881e-07
50309.0,0.00027957139999999997,1.3090569124371738e-07
50311.0,0.0002996464,1.0643683572899306e-07
50313.0,0.00031914879999999995,1.303579686862333e-07
50315.0,0.0003382702,1.0688404932447582e-07
50317.0,0.0003571528,1.6864518967345926e-07
50319.0,0.00037575,0.0
50321.0,0.00039391679999999996,1.0688404932450007e-07
50323.0,0.00041184619999999996,1.3035796868620362e-07
50325.0,0.000429632,0.0
50327.0,0.000446798,0.0
50329.0,0.000463964,0.0
50331.0,0.000480415,0.0
50333.0,0.0004970107999999999,1.3035796868620362e-07
50335.0,0.000513081,0.0
50337.0,0.0005291978,1.30357968686263e-07
50339.0,0.0005447423999999999,1.0643683572896882e-07
50341.0,0.000560049,0.0
50343.0,0.0005752124,1.3090569124371738e-07
50345.0,0.00059009,0.0
50347.0,0.000604872,0.0
50349.0,0.000619177,0.0
50350.0,0.000626329,0.0
50360.0,0.0006946122,2.1287367145799217e-07
50370.0,0.0007578886,2.6099003812409e-07
50380.0,0.0008166352,3.1077435544136287e-07
50390.0,0.0008717096,1.9912508631510925e-07
50400.0,0.0009228266000000001,2.1332088505344462e-07
50410.0,0.0009705582000000001,1.068840493245243e-07
50420.0,0.0010156700000000002,3.39411254969597e-07
50430.0,0.0010577739999999998,2.1466252583996561e-07
50440.0,0.001097546,2.1466252583995352e-07
50450.0,0.001135072,1.073312629200313e-07
50460.0,0.0011703540000000002,1.0285912696496132e-07
50470.0,0.0012037320000000001,2.6290682760258114e-07
50480.0,0.001235298,1.0733126291993433e-07
50490.0,0.001265244,1.0285912696505828e-07
50500.0,0.00129391,0.0
50510.0,0.0013211280000000002,1.0733126291993433e-07
50520.0,0.0013474060000000002,2.146625258400626e-07
50530.0,0.0013721080000000001,1.6619265928434636e-07
50540.0,0.0013960460000000002,1.3145341380129057e-07
50550.0,0.0014190239999999998,1.0285912696496131e-07
50560.0,0.00144101,0.0
50570.0,0.001462182,1.0733126291993434e-07
50580.0,0.001482258,1.6619265928434832e-07
50590.0,0.001501714,1.3145341380117183e-07
50600.0,0.0015204,0.0
50610.0,0.0015381879999999998,1.2597618822615267e-07
50620.0,0.001555402,1.073312629200313e-07
50630.0,0.0015719,0.0
50640.0,0.0015875919999999999,1.0733126291993433e-07
50650.0,0.0016026119999999998,1.0733126291993433e-07
50660.0,0.0016171999999999998,2.42434975903054e-19
