frequency_Hz,R_V_mean
50088.5,0.0203492603703427
50088.6,0.020577995271920925
50088.7,0.020802409751066096
50088.8,0.021039785497510427
50088.9,0.021298728000780937
50089.0,0.021536103747225258
50089.1,0.021795046250495775
50089.2,0.02205402410910535
50089.3,0.02233463943521923
50089.4,0.022593581938489742
50089.5,0.022895693310751697
50089.6,0.0231762025708484
50089.7,0.02347831394311035
50089.8,0.023780425315372302
50089.9,0.024082536687634257
50090.0,0.0244148556615885
50090.1,0.0247299283011496
50090.2,0.02507517318706393
50090.3,0.02542045342831732
50090.4,0.025782987075031665
50090.5,0.02613258066765029
50090.6,0.026520994422556066
50090.7,0.0269050948260966
50090.8,0.027297821932367603
50090.9,0.027703524448073384
50091.0,0.028117853666509644
50091.1,0.028549436290406856
50091.2,0.02898101891430406
50091.3,0.029434168295027464
50091.4,0.02990891978791611
50091.5,0.03038367128080476
50091.6,0.030879989530519594
50091.7,0.03137630778023443
50091.8,0.03191579489894071
50091.9,0.03244664117278089
50092.0,0.0329947337810142
50092.1,0.03355578765654667
50092.2,0.03416001040107058
50092.3,0.03476423314559448
50092.4,0.03536842053477932
50092.5,0.03603303019841656
50092.6,0.036684699807958084
50092.7,0.03737087622842151
50092.8,0.03806136600025017
50092.9,0.03877808943366086
50093.0,0.03952896612460285
50093.1,0.04028846951827532
50093.2,0.04106522631740875
50093.3,0.041863903426758955
50093.4,0.042705360496370935
50093.5,0.043542504214617694
50093.6,0.04440588159444647
50093.7,0.04529082573110143
50093.8,0.04620129642255723
50093.9,0.04712074737013411
50094.0,0.04807003822387704
50094.1,0.0490239959823758
50094.2,0.049999166944310176
50094.3,0.050987631513730855
50094.4,0.05198040943451677
50094.5,0.05297283380191209
50094.6,0.053987178479524195
50094.7,0.054979885689631976
50094.8,0.05596375406497493
50094.9,0.056926338526204184
50095.0,0.05789288278540808
50095.1,0.05882527378708066
50095.2,0.059709864370345034
50095.3,0.06056461504744334
50095.4,0.061367251954768186
50095.5,0.062105188591614464
50095.6,0.06278273830934743
50095.7,0.06339558775660178
50095.8,0.06390923012245571
50095.9,0.06432797875827437
50096.0,0.06466873351612817
50096.1,0.0648890679891459
50096.2,0.06501846853010304
50096.3,0.06504003528692924
50096.4,0.06495376825962447
50096.5,0.0647506871920677
50096.6,0.06445737929923151
50096.7,0.06405588406887379
50096.8,0.06355963652983707
50096.9,0.06297287932280847
50097.0,0.06230360275441542
50097.1,0.06156997946893437
50097.2,0.060775969264339993
50097.3,0.05991294543790181
50097.4,0.05900212119305541
50097.5,0.05807439709613867
50097.6,0.05708593252671799
50097.7,0.05608884125456684
50097.8,0.055066223427614865
50097.9,0.054038938695907035
50098.0,0.05299008720737305
50098.1,0.05195884267769057
50098.2,0.050927244594617525
50098.3,0.04989564651154446
50098.4,0.048881655387322955
50098.5,0.04788456411517181
50098.6,0.04690041289711637
50098.7,0.045925241935182
50098.8,0.04497991087941371
50098.9,0.04404751987774112
50099.0,0.043141362537650566
50099.1,0.04225210504963037
50099.2,0.041393394574557416
50099.3,0.04054762415358019
50099.4,0.03973169363876903
50099.5,0.03892905673144419
50099.6,0.038152299932310764
50099.7,0.037401069687978176
50099.8,0.036684699807958084
50099.9,0.03595538987384228
50100.0,0.035282153507474566
50100.1,0.03459159302496778
50100.2,0.0339442367667915
50100.3,0.033318447265441406
50100.4,0.0327142245209175
50100.5,0.032110001776393594
50100.6,0.03152734578869588
50100.7,0.030966291913163413
50100.8,0.030426804794457137
50100.9,0.029891666382455155
50101.0,0.02939103478137508
50101.1,0.028873114419494996
50101.2,0.028398362926606347
50101.3,0.027923646789056757
50101.4,0.02745752199889859
50101.5,0.0270173126722709
50101.6,0.02658573004837369
50101.7,0.026154147424476484
50101.8,0.025744131557405465
50101.9,0.02535571780249969
50102.0,0.024967304047593925
50102.1,0.024600457049514343
50102.2,0.02421632836170256
50102.3,0.023866763053355177
50102.4,0.02352148281210179
50102.5,0.0231762025708484
50102.6,0.02285252444176026
50102.7,0.022528846312672116
50102.8,0.022205168183583975
50102.9,0.021902950745304847
50103.0,0.021600839373042892
50103.1,0.021298728000780937
50103.2,0.021018218740684234
50103.3,0.02073767412524847
50103.4,0.02047873162197796
50103.5,0.020198187006542197
50103.6,0.01993924450327168
50103.7,0.019701868756827355
50103.8,0.01944292625355684
50103.9,0.01920555050711252
50104.0,0.018968174760668196
50104.1,0.018730834369562934
50104.2,0.018493458623118603
50104.3,0.018299251745665723
50104.4,0.018061875999221398
50104.5,0.017846067009603266
50104.6,0.017651860132150376
50104.7,0.017457653254697492
50104.8,0.017241844265079357
50104.9,0.01704763738762647
50105.0,0.016862057212904066
50107.0,0.013737394773247584
50109.0,0.01152767901097181
50111.0,0.009887622613755542
50113.0,0.008631723188622304
50115.0,0.007639086689192628
50117.0,0.00681905495505059
50119.0,0.006150096584709056
50121.0,0.0055890427091765905
50123.0,0.0051142912162879415
50125.0,0.004704275349216923
50127.0,0.004337428351137341
50129.0,0.004018063573414436
50131.0,0.0037548077187786856
50133.0,0.0034958475378386424
50135.0,0.003262794335147712
50137.0,0.0030858458129032467
50139.0,0.0028916318643825495
50141.0,0.0027189882082219474
50143.0,0.002567932522090972
50145.0,0.002421195844179483
50147.0,0.0022917210570103197
50149.0,0.0021795081605834833
50151.0,0.002071610736842228
50153.0,0.001963716848634879
50155.0,0.0018558194248936234
50157.0,0.001773819079906544
50159.0,0.0016831863753347398
50161.0,0.0016184507495171114
50163.0,0.0015321342247376695
50165.0,0.0014673950633861351
50167.0,0.0014026559020346007
50169.0,0.0013379132051491607
50171.0,0.0012947549427594397
50173.0,0.0012300193169418113
50175.0,0.0011695963353826394
50177.0,0.0011221218932005558
50179.0,0.001078963630810835
50181.0,0.001035805368421114
50183.0,0.0009926471060313932
50185.0,0.0009494888436416722
50187.0,0.0009063305812519512
50189.0,0.0008631723188622304
50191.0,0.0008200140564725094
50193.0,0.0007984366930446019
50195.0,0.0007552784306548811
50197.0,0.0007336975316930676
50199.0,0.0007121201682651601
50201.0,0.0006796802304646649
50203.0,0.0006510862464470433
50205.0,0.0006234892829908948
50207.0,0.000596869541106346
50209.0,0.0005712100502306486
50211.0,0.0005464457565399331
50213.0,0.0005225222128120487
50215.0,0.0004994097205621854
50217.0,0.0004770552467817537
50219.0,0.00045545737725719184
50221.0,0.0004344874185543236
50223.0,0.0004142726498937626
50225.0,0.00039454790623256385
50227.0,0.0003755132987898032
50229.0,0.0003570542762669283
50231.0,0.0003391655353630804
50233.0,0.00032175027315991514
50235.0,0.00030475680015172753
50237.0,0.00028833629576833537
50239.0,0.0002723710974413493
50241.0,0.00025686106374941297
50243.0,0.00024170514913349482
50245.0,0.00022700425773127032
50247.0,0.0002126574146943858
50249.0,0.00019871517815769633
50251.0,0.00018514403125977354
50253.0,0.00017197671304458636
50255.0,0.00015901219305424348
50257.0,0.00014643566255473765
50259.0,0.00013412882258157638
50261.0,0.00012215898970032864
50263.0,0.00011044223033606753
50265.0,9.904586105436209e-05
50265.1,9.837128118511012e-05
50265.2,9.783190013242103e-05
50265.3,9.727561922766156e-05
50265.4,9.668553861876138e-05
50265.5,9.612911629264568e-05
50265.6,9.558987666131283e-05
50265.7,9.499979605241266e-05
50265.8,9.44602028676892e-05
50265.9,9.39037805415735e-05
50266.0,9.331369993267334e-05
50266.1,9.272361932377315e-05
50266.2,9.215043856694333e-05
50266.3,9.162795736632461e-05
50266.4,9.105470589881667e-05
50266.5,9.053194185548545e-05
50266.6,9.002636050693707e-05
50266.7,8.943627989803689e-05
50266.8,8.884619928913673e-05
50266.9,8.834061794058835e-05
50267.0,8.778419561447267e-05
50267.1,8.72446024297492e-05
50267.2,8.665452182084901e-05
50267.3,8.614858691891005e-05
50267.4,8.55416064579395e-05
50267.5,8.501891312528642e-05
50267.6,8.446249079917072e-05
50267.7,8.395690945062235e-05
50267.8,8.336682884172216e-05
50267.9,8.277674823282201e-05
50268.0,8.227081333088301e-05
50268.1,8.176523198233464e-05
50268.2,8.117515137343447e-05
50268.3,8.05850707645343e-05
50268.4,8.007948941598589e-05
50268.5,7.957355451404694e-05
50268.6,7.906797316549855e-05
50268.7,7.847789255659837e-05
50268.8,7.79719576546594e-05
50268.9,7.746637630611103e-05
50269.0,7.687629569721084e-05
50269.1,7.635353165387963e-05
50269.2,7.583097974258277e-05
50269.3,7.534201540339228e-05
50269.4,7.47519347944921e-05
50269.5,7.417868332698416e-05
50269.6,7.367303126775767e-05
50269.7,7.31166796523201e-05
50269.8,7.257708646759664e-05
50269.9,7.198700585869646e-05
50270.0,7.148142451014808e-05
50270.1,7.097548960820911e-05
50270.2,7.046990825966071e-05
50270.3,6.987982765076056e-05
50270.4,6.940769245296229e-05
50270.5,6.88683114002732e-05
50270.6,6.827823079137302e-05
50270.7,6.785679514978584e-05
50270.8,6.726671454088566e-05
50270.9,6.674395049755445e-05
50271.0,6.61710525834371e-05
50271.1,6.566511768149813e-05
50271.2,6.515918277955917e-05
50271.3,6.468725971379526e-05
50271.4,6.414766652907181e-05
50271.5,6.355793947356223e-05
50271.6,6.305200457162325e-05
50271.7,6.254642322307487e-05
50271.8,6.20404883211359e-05
50271.9,6.145040771223572e-05
50272.0,6.0978484646471804e-05
50272.1,6.043889146174836e-05
50272.2,5.993331011319998e-05
50272.3,5.9427375211261006e-05
50272.4,5.892179386271263e-05
50272.5,5.841585896077365e-05
50272.6,5.790992405883468e-05
50272.7,5.733702614471734e-05
50272.8,5.6847920384170604e-05
50272.9,5.630868075283774e-05
50273.0,5.585323327507548e-05
50273.1,5.5313922933064504e-05
50273.2,5.484171702458813e-05
50273.3,5.4369793958824223e-05
50273.4,5.3779713349924054e-05
50273.5,5.327377844798508e-05
50273.6,5.2852342806397894e-05
50273.7,5.2262262197497724e-05
50273.8,5.1756680848949346e-05
50273.9,5.125074594701037e-05
50274.0,5.074516459846198e-05
50274.1,5.023922969652301e-05
50274.2,4.9733648347974625e-05
50274.3,4.931221270638745e-05
50274.4,4.872213209748727e-05
50274.5,4.82161971955483e-05
50274.6,4.771061584699991e-05
50274.7,4.720468094506095e-05
50274.8,4.678324530347376e-05
50274.9,4.619316469457359e-05
50275.0,4.572124162880968e-05
50275.1,4.518164844408623e-05
50275.2,4.467606709553785e-05
50275.3,4.417013219359887e-05
50275.4,4.369820912783498e-05
50275.5,4.324311520346331e-05
50275.6,4.270338059738362e-05
50275.7,4.223124539958536e-05
50275.8,4.1725664051036975e-05
50275.9,4.127042870530908e-05
50276.0,4.073097694194186e-05
50276.1,4.029271215896244e-05
50276.2,3.978677725702347e-05
50276.3,3.928119590847508e-05
50276.4,3.880891928932059e-05
50276.5,3.835382536494892e-05
50276.6,3.7847890463009954e-05
50276.7,3.734230911446157e-05
50276.8,3.68363742125226e-05
50276.9,3.633079286397421e-05
50277.0,3.5875557518246316e-05
50277.1,3.536974989552796e-05
50277.2,3.486404126775896e-05
50277.3,3.4391976780638825e-05
50277.4,3.3970541139051634e-05
50277.5,3.34647476584689e-05
50277.6,3.297584695888871e-05
50277.7,3.2453231407981545e-05
50277.8,3.20317604110553e-05
50277.9,3.1475430008821166e-05
50278.0,3.102024416056795e-05
50278.1,3.0598773163641706e-05
50278.2,3.0093015038398025e-05
50278.3,2.9671544041471786e-05
50278.4,2.916578591622811e-05
50278.5,2.8660027790984432e-05
50278.6,2.8154269665740755e-05
50278.7,2.771594124315102e-05
50278.8,2.7227040543570832e-05
50278.9,2.6721282418327155e-05
50279.0,2.6282953995737425e-05
50279.1,2.5794053296157232e-05
50279.2,2.5321974666901475e-05
50279.3,2.4849931392984767e-05
50279.4,2.4369459406236323e-05
50279.5,2.3918487914398978e-05
50279.6,2.3454873353314018e-05
50279.7,2.2991258792229055e-05
50279.8,2.2536072943975837e-05
50279.9,2.205138660081152e-05
50280.0,2.1591986396142433e-05
50280.1,2.1128301124379356e-05
50280.2,2.0685758345373753e-05
50280.3,2.023900120995228e-05
50280.4,1.977117229245145e-05
50280.5,1.931598644419823e-05
50280.6,1.8852371883113274e-05
50280.7,1.8384542965612442e-05
50280.8,1.7937785830190973e-05
50280.9,1.7495243051185367e-05
50281.0,1.7048485915763898e-05
50281.1,1.6601728780342425e-05
50281.2,1.615497164492095e-05
50281.3,1.5725071935162968e-05
50281.4,1.5290957868989107e-05
50281.5,1.484841508998351e-05
50281.6,1.4418515380225523e-05
50281.7,1.4047616660289744e-05
50281.8,1.3605073881284141e-05
50281.9,1.3187817240773773e-05
50282.0,1.276213188743166e-05
50282.1,1.2349124958676222e-05
50282.2,1.1948725743829338e-05
50282.3,1.1506182964823737e-05
50282.4,1.1118426819224469e-05
50282.5,1.0726420961870272e-05
50282.6,1.0304949964944032e-05
50282.7,9.921408175760636e-06
50282.8,9.563152525072472e-06
50282.9,9.175396379473203e-06
50283.0,8.808747371292357e-06
50283.1,8.475777859099421e-06
50283.2,8.12173656482713e-06
50283.3,7.79719576546594e-06
50283.4,7.481119034275554e-06
50283.5,7.198721799073082e-06
50283.6,6.912110207454738e-06
50283.7,6.646605753254815e-06
50283.8,6.40635208221106e-06
50283.9,6.212491687080956e-06
50284.0,5.984881085284819e-06
50284.1,5.816306828649946e-06
50284.2,5.73201970033251e-06
50284.3,5.647732572015073e-06
50284.4,5.647732572015073e-06
50284.5,5.580274585089876e-06
50284.6,5.647732572015073e-06
50284.7,5.647732572015073e-06
50284.8,5.7488771259959965e-06
50284.9,5.900593956967382e-06
50285.0,6.052339072210015e-06
50285.1,6.2377778255761875e-06
50285.2,6.40635208221106e-06
50285.3,6.659248822502429e-06
50285.4,6.912110207454738e-06
50285.5,7.165006947746108e-06
50285.6,7.4179036880374765e-06
50285.7,7.75505220130722e-06
50285.8,8.142808346906489e-06
50285.9,8.479992215515294e-06
50286.0,8.76656845179458e-06
50286.1,9.188039448720819e-06
50286.2,9.491508466002651e-06
50286.3,9.946694314255867e-06
50286.4,1.0283878182864672e-05
50286.5,1.0621062051473476e-05
50286.6,1.1025703907007476e-05
50286.7,1.1396581413739825e-05
50286.8,1.1750615636944304e-05
50286.9,1.218894405953403e-05
50287.0,1.2559842779469813e-05
50287.1,1.2981313776396054e-05
50287.2,1.3402784773322295e-05
50287.3,1.3824255770248536e-05
50287.4,1.4161439638857343e-05
50287.5,1.4599739777175824e-05
50287.6,1.5004346277370765e-05
50287.7,1.5425817274297007e-05
50287.8,1.584728827122325e-05
50287.9,1.6184472139832052e-05
50288.0,1.6605943136758298e-05
50288.1,1.7027414133684537e-05
50288.2,1.7516314833264727e-05
50288.3,1.787035612753702e-05
50288.4,1.8342399401453728e-05
50288.5,1.8713298121389505e-05
50288.6,1.9134769118315744e-05
50288.7,1.9556204759902925e-05
50288.8,1.9960818331165684e-05
50288.9,2.0314859625437973e-05
50289.0,2.0820617750681654e-05
50289.1,2.1242088747607896e-05
50289.2,2.1663630455212253e-05
50289.3,2.2085101452138495e-05
50289.4,2.2456000172074275e-05
50289.5,2.2843756317673543e-05
50289.6,2.3265227314599783e-05
50289.7,2.3686698311526025e-05
50289.8,2.4192456436769706e-05
50289.9,2.4580212582368973e-05
50290.0,2.5035398430622188e-05
50290.1,2.537258229923099e-05
50290.2,2.5794053296157232e-05
50290.3,2.6215488937744417e-05
50290.4,2.6670688928133254e-05
50290.5,2.710900320858736e-05
50290.6,2.747990192852314e-05
50290.7,2.7951945202439847e-05
50290.8,2.8322843922375624e-05
50290.9,2.8744314919301866e-05
50291.0,2.916578591622811e-05
50291.1,2.958725691315435e-05
50291.2,2.994129820742664e-05
50291.3,3.043019890700683e-05
50291.4,3.085166990393307e-05
50291.5,3.1273140900859316e-05
50291.6,3.169461189778556e-05
50291.7,3.211604753937274e-05
50291.8,3.2453231407981545e-05
50291.9,3.287470240490779e-05
50292.0,3.336360310448797e-05
50292.1,3.373450182442376e-05
50292.2,3.422340252400395e-05
50292.3,3.457744381827624e-05
50292.4,3.4982057389538995e-05
50292.5,3.5403422320448055e-05
50292.6,3.5791199679250765e-05
50292.7,3.6162147896661223e-05
50292.8,3.66680827986002e-05
50292.9,3.7021919031905946e-05
50293.0,3.751095408177457e-05
50293.1,3.7915489871291384e-05
50293.2,3.8269679657987736e-05
50293.3,3.869111529957491e-05
50293.4,3.911255094116209e-05
50293.5,3.9533986582749275e-05
50293.6,3.9955422224336467e-05
50293.7,4.029271215896244e-05
50293.8,4.076463522472634e-05
50293.9,4.1135583442136805e-05
50294.0,4.155701908372399e-05
50294.1,4.201211300809565e-05
50294.2,4.239989036689835e-05
50294.3,4.28044968670933e-05
50294.4,4.324311520346331e-05
50294.5,4.35800515846987e-05
50294.6,4.4001487226285875e-05
50294.7,4.442327642126365e-05
50294.8,4.476021280249905e-05
50294.9,4.518164844408623e-05
50295.0,4.560308408567341e-05
50297.0,5.361106838261106e-05
50299.0,6.156842383401574e-05
50301.0,6.927291790046814e-05
50303.0,7.687629569721084e-05
50305.0,8.436151595081728e-05
50307.0,9.169527393189356e-05
50309.0,9.884341638290835e-05
50311.0,0.00010594100069906835
50313.0,0.00011283614034377458
50315.0,0.00011959657614666483
50317.0,0.00012627258339988138
50319.0,0.0001328476865154226
50321.0,0.0001392706202516525
50323.0,0.00014560962041295551
50325.0,0.00015189785030736937
50327.0,0.00015796694781029352
50329.0,0.00016403604531321764
50331.0,0.0001698523521418676
50333.0,0.00017571985350147543
50335.0,0.00018140152719898746
50337.0,0.00018709967648450115
50339.0,0.00019259552251991733
50341.0,0.00019800722284837234
50343.0,0.0002033682943312944
50345.0,0.0002086283202551849
50347.0,0.00021385454647493467
50349.0,0.00021891212772737147
50350.0,0.00022144074157689456
50360.0,0.00024558249845745315
50370.0,0.0002679540842219894
50380.0,0.0002887241438378162
50390.0,0.0003081958846927064
50400.0,0.0003262684733596628
50410.0,0.00034314414237810473
50420.0,0.0003590935722238704
50430.0,0.00037397958418140944
50440.0,0.0003880411096320852
50450.0,0.0004013085541674884
50460.0,0.00041378262489440035
50470.0,0.0004255835299656226
50480.0,0.0004367437962930898
50490.0,0.00044733130612779605
50500.0,0.0004574662676225428
50510.0,0.0004670892838077106
50520.0,0.00047637995980572066
50530.0,0.0004851134356601557
50540.0,0.0004935767967241774
50550.0,0.0005017007465332297
50560.0,0.0005094739713788134
50570.0,0.0005169594037644542
50580.0,0.0005240573416340047
50590.0,0.0005309360764013875
50600.0,0.0005375425750580134
50610.0,0.0005438315827698864
50620.0,0.0005499176508355592
50630.0,0.000555750574673567
50640.0,0.0005612985344787566
50650.0,0.0005666089064054675
50660.0,0.0005717665432674422
50670.0,0.0005767070983475926
50680.0,0.0005815288594885038
50690.0,0.0005861809150019301
50700.0,0.0005907311471388656
50710.0,0.0005951830914332159
50720.0,0.0005994823006628302
50730.0,0.0006036457453904566
50740.0,0.0006076260494617558
50750.0,0.0006115519063109034
50760.0,0.0006154303870057116
50770.0,0.0006191221915102865
50780.0,0.0006226817670467795
50790.0,0.0006262208364866183
50800.0,0.0006296750531127146
50810.0,0.000632963099645232
50820.0,0.0006361662933640071
50830.0,0.0006393525165200337
50840.0,0.0006423895401452299
50850.0,0.0006453551459855262
50860.0,0.0006483377223885712
50870.0,0.0006512050403862825
50880.0,0.0006539535644447547
50890.0,0.0006566511768149813
50900.0,0.0006592639363714657
50910.0,0.00066187669592795
50920.0,0.0006643876321079433
50930.0,0.0006669360449473397
50940.0,0.0006692772754998484
50950.0,0.0006715711298980174
50960.0,0.0006739293310132747
50970.0,0.0006762062148486953
50980.0,0.0006784661281213675
50990.0,0.0006805902768920519
